"","trip","Year","month","gear","light","fleet","bait","hook","hooks","sets","SWO","BUM","lat5","lon5","lat","lon","hbf","habSWO","habBUM","season","area"
"3509","235.2002.3.2.30.-20.0",2002,3,"235","0","2","0","0",52.32,20,32,11,30,-20,30.5,-23.5,24,1.7512e-08,9.1821e-09,"1","N"
"3510","235.2002.3.2.30.-20.1",2002,3,"235","0","2","0","0",52.32,20,33,5,30,-20,30.5,-22.5,24,1.7512e-08,4.2547e-09,"1","N"
"3511","235.2002.3.2.30.-40",2002,3,"235","0","2","0","0",51.36,20,31,13,30,-40,33,-42.5,24,1.968e-08,6.3775e-09,"1","N"
"3512","235.2002.4.2.0.-30",2002,4,"235","0","2","0","0",86.328,33,69,18,0,-30,2.5,-33.5,24,2.581e-08,7.2204e-09,"2","N"
"3513","235.2002.4.2.35.-10.3",2002,4,"235","0","2","0","0",51.84,20,33,0,35,-10,38.5,-13.5,24,1.5776e-08,6.8451e-10,"2","N"
"3514","235.2002.5.2.-40.15.8",2002,5,"235","0","2","0","0",52.32,20,80,0,-40,15,-42.5,18.5,24,4.1638e-08,1.4548e-10,"2","S"
"3515","235.2002.5.2.-40.5.1",2002,5,"235","0","2","0","0",52.32,20,56,0,-40,5,-43.5,6.5,24,4.0041e-08,1.3711e-11,"2","S"
"3516","235.2002.5.2.10.-35",2002,5,"235","0","2","0","0",176.256,68,122,44,10,-35,12.5,-37.5,24,1.8115e-08,9.22005e-09,"2","N"
"3517","235.2002.5.2.15.-25",2002,5,"235","0","2","0","0",3.552,1,4,1,15,-25,18.5,-27.5,24,1.9588e-08,1.0281e-08,"2","N"
"3518","235.2002.5.2.25.-20",2002,5,"235","0","2","0","0",23.328,9,19,7,25,-20,27.5,-23.5,24,1.8526e-08,1.0675e-08,"2","N"
"3519","235.2002.5.2.30.-25",2002,5,"235","0","2","0","0",128.184,49,70,17,30,-25,32.5,-27.5,24,1.8391e-08,5.3027e-09,"2","N"
"3520","235.2002.6.2.-10.-15",2002,6,"235","0","2","0","0",6.552,3,4,3,-10,-15,-12.5,-17.5,24,2.5168e-08,1.3013e-08,"2","S"
"3521","235.2002.6.2.0.-25.4",2002,6,"235","0","2","0","0",52.32,20,49,15,0,-25,3.5,-27.5,24,2.5141e-08,1.0914e-08,"2","N"
"3522","235.2002.7.2.0.-15",2002,7,"235","0","2","0","0",6.768,3,6,1,0,-15,-1.5,-16.5,24,2.6001e-08,5.2025e-09,"3","S"
"3523","235.2002.7.2.0.-25",2002,7,"235","0","2","0","0",19.488,7,12,7,0,-25,-2.5,-27.5,24,2.4732e-08,8.4911e-09,"3","S"
"3524","235.2002.8.2.0.-25.5",2002,8,"235","0","2","0","0",52.32,20,39,19,0,-25,3.5,-27.5,24,2.3527e-08,1.0581e-08,"3","N"
"3525","235.2002.8.2.0.-25.6",2002,8,"235","0","2","0","0",52.32,20,39,14,0,-25,4.5,-27,24,2.28675e-08,1.00317e-08,"3","N"
"3526","235.2002.8.2.0.-35",2002,8,"235","0","2","0","0",26.16,10,20,7,0,-35,2,-37.5,24,2.73485e-08,1.50815e-08,"3","N"
"3527","235.2002.9.2.0.-10",2002,9,"235","0","2","0","0",62.784,24,69,5,0,-10,-2.5,-12.5,24,2.3778e-08,3.8974e-09,"3","S"
"3528","235.2002.9.2.10.-30",2002,9,"235","0","2","0","0",29.832,11,10,2,10,-30,12.5,-31.5,24,1.6237e-08,3.5473e-09,"3","N"
"3529","235.2003.1.2.0.-20.3",2003,1,"235","0","2","0","0",52.32,20,34,7,0,-20,2.5,-23.5,24,2.2665e-08,8.543e-09,"1","N"
"3530","235.2003.1.2.25.-45",2003,1,"235","0","2","0","0",61.272,23,40,28,25,-45,27.5,-47.5,24,1.9888e-08,1.9163e-08,"1","N"
"3531","235.2003.10.2.0.0",2003,10,"235","0","2","0","0",119.424,46,83,12,0,0,-0.5,1.5,24,2.43665e-08,4.4807e-09,"4","S"
"3532","235.2003.11.2.-5.5",2003,11,"235","0","2","0","0",139.968,54,77,5,-5,5,-7.5,7.5,24,1.61675e-08,1.2915e-09,"4","S"
"3533","235.2003.12.2.-10.10",2003,12,"235","0","2","0","0",142.56,55,63,8,-10,10,-12.5,11.5,24,1.2737e-08,8.497e-10,"4","S"
"3534","235.2003.12.2.-15.5.1",2003,12,"235","0","2","0","0",52.32,20,54,1,-15,5,-19.5,8.5,24,2.4828e-08,2.0129e-09,"4","S"
"3535","235.2003.12.2.-15.5.5",2003,12,"235","0","2","0","0",52.32,20,33,0,-15,5,-16.5,6.5,24,1.4871e-08,4.2656e-10,"4","S"
"3536","235.2003.12.2.0.-15",2003,12,"235","0","2","0","0",42.24,16,25,7,0,-15,2.5,-18,24,2.22515e-08,8.07555e-09,"4","N"
"3537","235.2003.12.2.20.-15",2003,12,"235","0","2","0","0",50.16,19,25,3,20,-15,22.5,-18.5,24,1.7631e-08,4.5782e-09,"4","N"
"3538","235.2003.12.2.45.-20.1",2003,12,"235","0","2","0","0",52.32,20,38,0,45,-20,45.5,-22.5,24,2.1045e-08,2.8124e-10,"4","N"
"3539","235.2003.12.2.5.-20",2003,12,"235","0","2","0","0",20.544,8,11,3,5,-20,7.5,-22.5,24,1.8986e-08,4.8474e-09,"4","N"
"3540","235.2003.2.2.0.0",2003,2,"235","0","2","0","0",40.32,15,33,6,0,0,-2.5,-3.5,24,2.3472e-08,6.8196e-09,"1","S"
"3541","235.2003.3.2.-40.-30",2003,3,"235","0","2","0","0",13.08,5,8,0,-40,-30,-44.5,-33.5,24,1.2156e-08,5.7576e-12,"1","S"
"3542","235.2003.3.2.0.-25.7",2003,3,"235","0","2","0","0",52.32,20,50,8,0,-25,2.5,-25.5,24,2.5313e-08,6.757e-09,"1","N"
"3543","235.2003.3.2.30.-70.5",2003,3,"235","0","2","0","0",15.552,6,13,5,30,-70,34.5,-70.5,24,1.949e-08,1.3925e-08,"1","N"
"3544","235.2003.4.2.25.-60",2003,4,"235","0","2","0","0",68.016,26,42,28,25,-60,27.5,-63,24,2.00715e-08,2.4846e-08,"2","N"
"3545","235.2003.4.2.35.-10",2003,4,"235","0","2","0","0",258.984,99,139,4,35,-10,37.5,-12.5,24,1.5767e-08,7.3822e-10,"2","N"
"3546","235.2003.5.2.-40.10.26",2003,5,"235","0","2","0","0",52.32,20,61,0,-40,10,-41.5,11.5,24,3.664e-08,4.778e-11,"2","S"
"3547","235.2003.6.2.0.-35",2003,6,"235","0","2","0","0",37.296,14,37,7,0,-35,1.5,-36.5,24,2.7128e-08,9.2571e-09,"2","N"
"3548","235.2003.7.2.-15.5",2003,7,"235","0","2","0","0",6,2,3,0,-15,5,-16.5,6,24,1.6004e-08,7.8272e-10,"3","S"
"3549","235.2003.7.2.-25.10.4",2003,7,"235","0","2","0","0",52.32,20,52,1,-25,10,-27.5,12,24,3.74185e-08,8.32745e-10,"3","S"
"3550","235.2003.8.2.-25.5.2",2003,8,"235","0","2","0","0",52.32,20,43,3,-25,5,-28.5,8,24,3.0582e-08,1.43425e-09,"3","S"
"3551","235.2003.8.2.-5.-10",2003,8,"235","0","2","0","0",27.984,11,21,2,-5,-10,-6.5,-11.5,24,2.0634e-08,3.7067e-09,"3","S"
"3552","235.2004.1.2.-5.-15",2004,1,"235","0","2","0","0",22.464,9,25,5,-5,-15,-7.5,-18.5,24,2.2839e-08,9.4803e-09,"1","S"
"3553","235.2004.1.2.-5.0.1",2004,1,"235","0","2","0","0",52.32,20,27,1,-5,0,-9.5,-3.5,24,1.9349e-08,2.7653e-09,"1","S"
"3554","235.2004.1.2.-5.0.15",2004,1,"235","0","2","0","0",52.32,20,23,3,-5,0,-8.5,-1.5,24,1.9054e-08,2.9335e-09,"1","S"
"3555","235.2004.1.2.-5.0.48",2004,1,"235","0","2","0","0",52.32,20,36,2,-5,0,-5.5,4,24,2.1232e-08,4.35505e-09,"1","S"
"3556","235.2004.1.2.-5.0.5",2004,1,"235","0","2","0","0",52.32,20,29,2,-5,0,-9.5,-1.5,24,1.7558e-08,1.847e-09,"1","S"
"3557","235.2004.1.2.25.-70.6",2004,1,"235","0","2","0","0",51.84,20,30,29,25,-70,28.5,-71.5,24,2.0272e-08,2.6212e-08,"1","N"
"3558","235.2004.1.2.30.-65",2004,1,"235","0","2","0","0",6.552,3,5,2,30,-65,31.5,-65.5,24,2.0217e-08,2.4889e-08,"1","N"
"3559","235.2004.1.2.40.-40",2004,1,"235","0","2","0","0",26.64,10,18,1,40,-40,41.5,-41.5,24,2.2282e-08,3.1565e-09,"1","N"
"3560","235.2004.10.2.-10.5",2004,10,"235","0","2","0","0",45.288,17,19,0,-10,5,-11.5,8.5,24,1.2903e-08,3.3375e-10,"4","S"
"3561","235.2004.10.2.-25.0",2004,10,"235","0","2","0","0",84.48,32,93,4,-25,0,-27.5,1.5,24,2.89715e-08,1.8574e-09,"4","S"
"3562","235.2004.10.2.-25.5.2",2004,10,"235","0","2","0","0",52.32,20,42,2,-25,5,-28.5,7.5,24,3.1281e-08,1.1839e-09,"4","S"
"3563","235.2004.10.2.10.-25",2004,10,"235","0","2","0","0",5.472,2,4,1,10,-25,13,-25.5,24,1.51685e-08,2.4442e-09,"4","N"
"3564","235.2004.11.2.-15.5.29",2004,11,"235","0","2","0","0",52.32,20,27,1,-15,5,-16.5,5.5,24,2.185e-08,1.5693e-09,"4","S"
"3565","235.2004.11.2.-15.5.35",2004,11,"235","0","2","0","0",52.32,20,30,0,-15,5,-16.5,8.5,24,1.5475e-08,3.4371e-10,"4","S"
"3566","235.2004.11.2.-15.5.36",2004,11,"235","0","2","0","0",52.32,20,23,0,-15,5,-16.5,9.5,24,1.4315e-08,2.4486e-10,"4","S"
"3567","235.2004.11.2.15.-35",2004,11,"235","0","2","0","0",46.656,18,37,27,15,-35,17,-37.5,24,2.0781e-08,2.68095e-08,"4","N"
"3568","235.2004.11.2.45.-10.4",2004,11,"235","0","2","0","0",51.84,20,30,2,45,-10,48.5,-13.5,24,1.9686e-08,1.7434e-10,"4","N"
"3569","235.2004.12.2.-5.0.0",2004,12,"235","0","2","0","0",52.32,20,27,2,-5,0,-9.5,-3.5,24,1.8686e-08,2.2683e-09,"4","S"
"3570","235.2004.12.2.-5.0.4",2004,12,"235","0","2","0","0",52.32,20,25,2,-5,0,-8.5,-0.5,24,1.8861e-08,2.1447e-09,"4","S"
"3571","235.2004.12.2.40.-45.3",2004,12,"235","0","2","0","0",52.32,20,49,0,40,-45,42.5,-48.5,24,2.7625e-08,1.1723e-11,"4","N"
"3572","235.2004.12.2.45.-30.4",2004,12,"235","0","2","0","0",52.32,20,42,1,45,-30,46.5,-32,24,2.49365e-08,8.64655e-10,"4","N"
"3573","235.2004.2.2.-5.-20",2004,2,"235","0","2","0","0",138.648,53,87,28,-5,-20,-6.5,-22.5,24,2.2969e-08,1.0137e-08,"1","S"
"3574","235.2004.2.2.0.0.13",2004,2,"235","0","2","0","0",52.32,20,36,12,0,0,-1.5,-3.5,24,2.2165e-08,7.1192e-09,"1","S"
"3575","235.2004.2.2.0.0.20",2004,2,"235","0","2","0","0",28.776,11,14,6,0,0,-0.5,-0.5,24,2.0669e-08,9.4704e-09,"1","S"
"3576","235.2004.2.2.0.0.3",2004,2,"235","0","2","0","0",52.32,20,31,2,0,0,-4.5,-0.5,24,1.9388e-08,3.5915e-09,"1","S"
"3577","235.2004.2.2.0.0.6",2004,2,"235","0","2","0","0",52.32,20,31,6,0,0,-3.5,-2.5,24,2.2104e-08,5.8482e-09,"1","S"
"3578","235.2004.2.2.0.0.8",2004,2,"235","0","2","0","0",52.32,20,33,4,0,0,-2.5,-4.5,24,2.3366e-08,6.7293e-09,"1","S"
"3579","235.2004.2.2.10.-30.4",2004,2,"235","0","2","0","0",52.32,20,20,3,10,-30,12.5,-33.5,24,1.4966e-08,3.9178e-09,"1","N"
"3580","235.2004.2.2.25.-60.1",2004,2,"235","0","2","0","0",52.32,20,33,31,25,-60,25.5,-63.5,24,1.9259e-08,2.9686e-08,"1","N"
"3581","235.2004.2.2.25.-60.16",2004,2,"235","0","2","0","0",52.32,20,32,24,25,-60,29.5,-63.5,24,1.9394e-08,1.9412e-08,"1","N"
"3582","235.2004.2.2.25.-60.18",2004,2,"235","0","2","0","0",52.32,20,44,24,25,-60,29.5,-61.5,24,1.9394e-08,1.8315e-08,"1","N"
"3583","235.2004.2.2.30.-55.4",2004,2,"235","0","2","0","0",52.32,20,36,18,30,-55,34.5,-58.5,24,1.9403e-08,1.0526e-08,"1","N"
"3584","235.2004.3.2.-15.5",2004,3,"235","0","2","0","0",6.48,2,7,1,-15,5,-18,7.5,24,1.88945e-08,1.80515e-09,"1","S"
"3585","235.2004.3.2.0.0.1",2004,3,"235","0","2","0","0",52.32,20,28,4,0,0,-3.5,-2.5,24,2.3964e-08,4.8937e-09,"1","S"
"3586","235.2004.4.2.-25.0",2004,4,"235","0","2","0","0",235.44,90,202,34,-25,0,-27.5,2.5,24,2.9211e-08,7.943e-09,"2","S"
"3587","235.2004.4.2.-25.10.1",2004,4,"235","0","2","0","0",51.84,20,60,4,-25,10,-28.5,12.5,24,3.5693e-08,1.4842e-09,"2","S"
"3588","235.2004.4.2.30.-20",2004,4,"235","0","2","0","0",68.016,26,40,3,30,-20,33,-23.5,24,1.8002e-08,2.9489e-09,"2","N"
"3589","235.2004.4.2.30.-55.1",2004,4,"235","0","2","0","0",52.32,20,42,11,30,-55,31.5,-56.5,24,2.0238e-08,1.2572e-08,"2","N"
"3590","235.2004.6.2.10.-25.0",2004,6,"235","0","2","0","0",52.32,20,30,6,10,-25,10.5,-29.5,24,1.7526e-08,4.7697e-09,"2","N"
"3591","235.2004.6.2.10.-25.1",2004,6,"235","0","2","0","0",52.32,20,20,5,10,-25,10.5,-27.5,24,1.7018e-08,4.4486e-09,"2","N"
"3592","235.2004.8.2.-15.10.3",2004,8,"235","0","2","0","0",52.32,20,27,0,-15,10,-19.5,11.5,24,1.5904e-08,3.7252e-11,"3","S"
"3593","235.2004.8.2.10.-70",2004,8,"235","0","2","0","0",53.928,21,45,36,10,-70,13.5,-73.5,24,2.2307e-08,3.4887e-08,"3","N"
"3594","235.2004.8.2.15.-20.0",2004,8,"235","0","2","0","0",51.84,20,26,2,15,-20,15.5,-23.5,24,1.3948e-08,3.1654e-09,"3","N"
"3595","235.2004.9.2.-5.-25",2004,9,"235","0","2","0","0",52.32,20,43,13,-5,-25,-8,-27.5,24,2.4635e-08,1.22285e-08,"3","S"
"3596","235.2004.9.2.25.-25",2004,9,"235","0","2","0","0",139.968,54,81,64,25,-25,27.5,-27.5,24,1.8144e-08,2.5287e-08,"3","N"
"3597","235.2004.9.2.45.-10",2004,9,"235","0","2","0","0",245.904,94,205,3,45,-10,47.5,-12.5,24,2.9407e-08,3.695e-10,"3","N"
"3598","235.2005.1.2.30.-55.1",2005,1,"235","0","2","0","0",51.84,20,34,16,30,-55,31.5,-57,24,1.9795e-08,1.493e-08,"1","N"
"3599","235.2005.1.2.35.-65.1",2005,1,"235","0","2","0","0",52.32,20,37,28,35,-65,35.5,-66.5,24,1.9803e-08,2.8553e-08,"1","N"
"3600","235.2005.1.2.35.-65.7",2005,1,"235","0","2","0","0",52.32,20,35,0,35,-65,38.5,-68.5,24,2.2873e-08,1.6901e-09,"1","N"
"3601","235.2005.1.2.40.-25",2005,1,"235","0","2","0","0",12.84,5,8,0,40,-25,44.5,-28.5,24,2.1315e-08,5.3915e-10,"1","N"
"3602","235.2005.10.2.10.-35",2005,10,"235","0","2","0","0",26.64,10,16,1,10,-35,12.5,-39.5,24,1.9685e-08,6.4351e-09,"4","N"
"3603","235.2005.10.2.5.-35",2005,10,"235","0","2","0","0",2.928,1,3,0,5,-35,6.5,-38.5,24,2.6157e-08,8.3683e-09,"4","N"
"3604","235.2005.11.2.-15.5.16",2005,11,"235","0","2","0","0",52.32,20,19,0,-15,5,-15.5,5.5,24,1.7438e-08,7.4359e-10,"4","S"
"3605","235.2005.11.2.45.-25.6",2005,11,"235","0","2","0","0",44.472,17,37,1,45,-25,49.5,-27.5,24,2.68e-08,1.9695e-10,"4","N"
"3606","235.2005.12.2.-5.0.2",2005,12,"235","0","2","0","0",52.32,20,43,2,-5,0,-9.5,3.5,24,1.9119e-08,1.9372e-09,"4","S"
"3607","235.2005.12.2.-5.0.4",2005,12,"235","0","2","0","0",52.272,20,30,2,-5,0,-8.5,3,24,1.8627e-08,2.067e-09,"4","S"
"3608","235.2005.12.2.30.-70.1",2005,12,"235","0","2","0","0",52.32,20,30,21,30,-70,31.5,-73.5,24,2.041e-08,2.3741e-08,"4","N"
"3609","235.2005.12.2.45.-30.3",2005,12,"235","0","2","0","0",52.32,20,41,0,45,-30,46.5,-31.5,24,2.4641e-08,6.5607e-10,"4","N"
"3610","235.2005.2.2.-5.-20.4",2005,2,"235","0","2","0","0",51.84,20,38,13,-5,-20,-6.5,-23.5,24,2.2804e-08,1.0812e-08,"1","S"
"3611","235.2005.2.2.10.-30.7",2005,2,"235","0","2","0","0",52.32,20,24,4,10,-30,13.5,-33.5,24,1.5073e-08,5.3096e-09,"1","N"
"3612","235.2005.2.2.35.-65.6",2005,2,"235","0","2","0","0",52.32,20,25,4,35,-65,37.5,-69.5,24,2.0675e-08,2.1543e-09,"1","N"
"3613","235.2005.3.2.10.-30.0",2005,3,"235","0","2","0","0",52.32,20,31,1,10,-30,10.5,-33.5,24,1.6338e-08,4.9324e-09,"1","N"
"3614","235.2005.3.2.10.-30.10",2005,3,"235","0","2","0","0",52.32,20,26,5,10,-30,14.5,-32.5,24,1.6166e-08,6.6059e-09,"1","N"
"3615","235.2005.3.2.10.-40",2005,3,"235","0","2","0","0",59.616,23,32,8,10,-40,12.5,-42.5,24,1.8385e-08,1.0982e-08,"1","N"
"3616","235.2005.3.2.20.-30",2005,3,"235","0","2","0","0",2.808,1,2,0,20,-30,22.5,-33.5,24,1.9847e-08,1.9978e-08,"1","N"
"3617","235.2005.4.2.0.0",2005,4,"235","0","2","0","0",84.744,33,54,16,0,0,2.5,-1.5,24,2.1212e-08,8.3418e-09,"2","N"
"3618","235.2005.4.2.15.-30",2005,4,"235","0","2","0","0",44.88,17,24,11,15,-30,16.5,-32.5,24,1.8095e-08,1.1548e-08,"2","N"
"3619","235.2005.4.2.30.-10.6",2005,4,"235","0","2","0","0",51.84,20,23,0,30,-10,33.5,-13.5,24,1.5828e-08,1.4998e-09,"2","N"
"3620","235.2005.4.2.5.-35",2005,4,"235","0","2","0","0",10.848,4,8,3,5,-35,8.5,-38,24,2.10765e-08,7.03505e-09,"2","N"
"3621","235.2005.5.2.5.-25",2005,5,"235","0","2","0","0",138.648,53,79,11,5,-25,7.5,-27.5,24,2.0995e-08,4.8938e-09,"2","N"
"3622","235.2005.6.2.10.-25.0",2005,6,"235","0","2","0","0",52.32,20,28,4,10,-25,10.5,-28.5,24,1.6902e-08,4.5868e-09,"2","N"
"3623","235.2005.6.2.10.-25.7",2005,6,"235","0","2","0","0",52.32,20,19,2,10,-25,14.5,-27.5,24,1.5286e-08,4.5429e-09,"2","N"
"3624","235.2005.6.2.20.-20.0",2005,6,"235","0","2","0","0",52.32,20,28,8,20,-20,20.5,-23.5,24,1.9333e-08,1.0229e-08,"2","N"
"3625","235.2005.8.2.-40.10",2005,8,"235","0","2","0","0",11.76,5,11,0,-40,10,-42.5,11.5,24,3.1223e-08,2.7624e-11,"3","S"
"3626","235.2005.8.2.15.-20.0",2005,8,"235","0","2","0","0",51.84,20,14,5,15,-20,15.5,-23.5,24,1.3616e-08,3.2921e-09,"3","N"
"3627","235.2005.9.2.30.-5",2005,9,"235","0","2","0","0",6.552,3,4,2,30,-5,34.5,-8.5,24,1.6476e-08,5.1716e-09,"3","N"
"3628","235.2006.1.2.25.-60.1",2006,1,"235","0","2","0","0",51.84,20,33,24,25,-60,26.5,-63.5,24,1.9942e-08,2.8003e-08,"1","N"
"3629","235.2006.10.2.45.-10.12",2006,10,"235","0","2","0","0",39.24,15,0,0,45,-10,49.5,-10.5,24,0,1.9969e-10,"4","N"
"3630","235.2006.10.2.45.-10.2",2006,10,"235","0","2","0","0",52.32,20,38,2,45,-10,46.5,-13.5,24,2.0916e-08,4.8138e-10,"4","N"
"3631","235.2006.10.2.45.-10.4",2006,10,"235","0","2","0","0",52.32,20,41,0,45,-10,46.5,-10.5,24,1.9934e-08,3.1782e-10,"4","N"
"3632","235.2006.10.2.45.-10.9",2006,10,"235","0","2","0","0",52.32,20,37,0,45,-10,48.5,-11.5,24,2.0916e-08,3.059e-10,"4","N"
"3633","235.2006.11.2.-10.10",2006,11,"235","0","2","0","0",133.416,51,65,1,-10,10,-12.5,11.5,24,1.3948e-08,4.7113e-10,"4","S"
"3634","235.2006.11.2.-10.5",2006,11,"235","0","2","0","0",34.632,13,14,1,-10,5,-11.5,7.5,24,1.5094e-08,4.0545e-10,"4","S"
"3635","235.2006.11.2.0.0.1",2006,11,"235","0","2","0","0",51.84,20,43,0,0,0,-4.5,3.5,24,1.9231e-08,2.8244e-09,"4","S"
"3636","235.2006.12.2.-10.5.0",2006,12,"235","0","2","0","0",52.32,20,25,0,-10,5,-14.5,5.5,24,1.4108e-08,4.5864e-10,"4","S"
"3637","235.2006.12.2.-10.5.11",2006,12,"235","0","2","0","0",52.32,20,22,1,-10,5,-11.5,6.5,24,1.591e-08,6.2633e-10,"4","S"
"3638","235.2006.12.2.-5.5.4",2006,12,"235","0","2","0","0",51.84,20,31,0,-5,5,-6.5,7.5,24,1.547e-08,1.8517e-09,"4","S"
"3639","235.2006.2.2.10.-25.6",2006,2,"235","0","2","0","0",13.08,5,6,1,10,-25,14.5,-26.5,24,1.4891e-08,3.6693e-09,"1","N"
"3640","235.2006.2.2.15.-35",2006,2,"235","0","2","0","0",95.016,37,61,33,15,-35,18.5,-36.5,24,2.0536e-08,2.0688e-08,"1","N"
"3641","235.2006.2.2.25.-60.12",2006,2,"235","0","2","0","0",52.32,20,32,19,25,-60,28.5,-62.5,24,1.9441e-08,1.7724e-08,"1","N"
"3642","235.2006.2.2.35.-55",2006,2,"235","0","2","0","0",6.336,2,3,3,35,-55,36.5,-57.5,24,1.98785e-08,2.43055e-08,"1","N"
"3643","235.2006.3.2.0.-5.0",2006,3,"235","0","2","0","0",51.84,20,50,5,0,-5,-4.5,-8.5,24,2.3483e-08,5.352e-09,"1","S"
"3644","235.2006.3.2.0.-5.3",2006,3,"235","0","2","0","0",51.84,20,44,4,0,-5,-2.5,-8.5,24,2.4568e-08,7.4791e-09,"1","S"
"3645","235.2006.3.2.0.0.7",2006,3,"235","0","2","0","0",52.32,20,39,10,0,0,-1.5,-1.5,24,2.3705e-08,8.5704e-09,"1","S"
"3646","235.2006.3.2.35.-15",2006,3,"235","0","2","0","0",20.928,8,13,0,35,-15,36,-17.5,24,1.5809e-08,1.29675e-09,"1","N"
"3647","235.2006.3.2.35.-40.0",2006,3,"235","0","2","0","0",52.32,20,34,6,35,-40,35.5,-43.5,24,1.9502e-08,6.3129e-09,"1","N"
"3648","235.2006.4.2.0.5",2006,4,"235","0","2","0","0",3.528,1,3,1,0,5,-3.5,8.5,24,1.8503e-08,4.1549e-09,"2","S"
"3649","235.2006.4.2.35.-10",2006,4,"235","0","2","0","0",31.104,12,15,2,35,-10,38,-12.5,24,1.5731e-08,6.9541e-10,"2","N"
"3650","235.2006.4.2.35.-40",2006,4,"235","0","2","0","0",50.616,19,27,2,35,-40,36.5,-41.5,24,2.016e-08,4.0444e-09,"2","N"
"3651","235.2006.5.2.5.-30",2006,5,"235","0","2","0","0",104.64,40,75,5,5,-30,7.5,-32.5,24,2.1751e-08,5.00235e-09,"2","N"
"3652","235.2006.6.2.-15.5.2",2006,6,"235","0","2","0","0",51.84,20,34,2,-15,5,-17.5,6.5,24,1.9325e-08,5.1527e-10,"2","S"
"3653","235.2006.6.2.-40.10",2006,6,"235","0","2","0","0",158.112,61,216,0,-40,10,-42.5,12.5,24,3.7388e-08,2.8436e-11,"2","S"
"3654","235.2006.6.2.10.-30",2006,6,"235","0","2","0","0",106.272,41,54,16,10,-30,12.5,-32.5,24,1.6716e-08,5.7187e-09,"2","N"
"3655","235.2006.7.2.-5.-15",2006,7,"235","0","2","0","0",31.68,12,27,5,-5,-15,-8,-17.5,24,2.1838e-08,7.06305e-09,"3","S"
"3656","235.2006.7.2.0.5.2",2006,7,"235","0","2","0","0",52.32,20,35,0,0,5,-3.5,5.5,24,2.0309e-08,1.8403e-09,"3","S"
"3657","235.2006.7.2.0.5.5",2006,7,"235","0","2","0","0",52.32,20,39,2,0,5,-2.5,5.5,24,2.159e-08,2.108e-09,"3","S"
"3658","235.2006.7.2.15.-25.9",2006,7,"235","0","2","0","0",5.184,2,2,1,15,-25,19.5,-25.5,24,1.8466e-08,1.0892e-08,"3","N"
"3659","235.2006.8.2.15.-20.2",2006,8,"235","0","2","0","0",51.84,20,26,4,15,-20,16.5,-23.5,24,1.40815e-08,3.7932e-09,"3","N"
"3660","235.2006.8.2.15.-20.3",2006,8,"235","0","2","0","0",51.84,20,38,4,15,-20,16.5,-22.5,24,1.4072e-08,3.5254e-09,"3","N"
"3661","235.2006.9.2.-10.0",2006,9,"235","0","2","0","0",3.576,1,3,0,-10,0,-13.5,2.5,24,1.8535e-08,5.8185e-10,"3","S"
"3662","235.2006.9.2.0.-20",2006,9,"235","0","2","0","0",161.232,62,124,22,0,-20,-1.5,-22.5,24,2.4896e-08,6.997e-09,"3","S"
"3663","235.2006.9.2.25.-15",2006,9,"235","0","2","0","0",6.384,2,3,0,25,-15,27,-17,24,1.91005e-08,1.12375e-08,"3","N"
"3664","235.2006.9.2.45.-10.16",2006,9,"235","0","2","0","0",52.32,20,47,0,45,-10,49.5,-13.5,24,2.3116e-08,3.5989e-10,"3","N"
"3665","235.2006.9.2.45.-5",2006,9,"235","0","2","0","0",10.56,4,0,0,45,-5,48,-6.5,24,0,1.863035e-10,"3","N"
"3666","235.2007.1.2.10.-30.0",2007,1,"235","0","2","0","0",52.32,20,27,3,10,-30,10.5,-34,24,1.68025e-08,4.6545e-09,"1","N"
"3667","235.2007.1.2.10.-30.11",2007,1,"235","0","2","0","0",52.32,20,28,7,10,-30,13.5,-34.5,24,1.5164e-08,5.7569e-09,"1","N"
"3668","235.2007.1.2.10.-30.18",2007,1,"235","0","2","0","0",52.32,20,35,4,10,-30,14.5,-30.5,24,1.5952e-08,4.9049e-09,"1","N"
"3669","235.2007.1.2.40.-15",2007,1,"235","0","2","0","0",11.424,4,4,0,40,-15,43,-18.5,24,1.82655e-08,4.75145e-10,"1","N"
"3670","235.2007.1.2.40.-55",2007,1,"235","0","2","0","0",79.2,30,70,1,40,-55,42,-58.5,24,2.4557e-08,2.162815e-10,"1","N"
"3671","235.2007.10.2.-15.5.6",2007,10,"235","0","2","0","0",52.32,20,26,0,-15,5,-18.5,9,24,1.6578e-08,1.04632e-10,"4","S"
"3672","235.2007.11.2.10.-25",2007,11,"235","0","2","0","0",26.4,10,19,0,10,-25,14,-26.5,24,1.53995e-08,4.2812e-09,"4","N"
"3673","235.2007.12.2.-5.-5",2007,12,"235","0","2","0","0",181.44,70,142,10,-5,-5,-7.5,-7.5,24,2.1441e-08,3.46995e-09,"4","S"
"3674","235.2007.12.2.45.-25.4",2007,12,"235","0","2","0","0",52.32,20,41,0,45,-25,45.5,-25.5,24,2.1992e-08,6.7242e-10,"4","N"
"3675","235.2007.12.2.45.-30",2007,12,"235","0","2","0","0",176.256,68,163,0,45,-30,47.5,-32.5,24,2.61195e-08,4.1028e-10,"4","N"
"3676","235.2007.2.2.-10.0",2007,2,"235","0","2","0","0",26.4,10,13,0,-10,0,-12,-2.5,24,1.699e-08,2.00825e-09,"1","S"
